"","GEOID","NAME","total","white","black","aian","asian","twoormore","nhpi","hispanic","whiteperc","blackperc","aianperc","asianperc","twoormoreperc","nhpiperc","hispanicperc","year","state","region","Democrat","Republican","Third_Party","demPred","repPred","thirdPred"
"1","42","Pennsylvania",13002700,9750687,1423169,31052,510501,774484,4276,1049615,0.74989709829497,0.109451806163335,0.00238811939058811,0.0392611534527444,0.0595633214640036,0.000328854776315688,0.0807228498696425,2020,"PENNSYLVANIA","Northeast",0.500084956754481,0.488436120401725,0.011478922843794,0.488285200691089,0.490217479906314,0.021497319402597
"2","06","California",39538223,16296122,2237044,631016,6085947,5760235,157263,15579652,0.412161214225536,0.0565792751990903,0.01595964492385,0.15392565821686,0.145687756376912,0.00397749286810386,0.394040268324654,2020,"CALIFORNIA","Pacific",0.634839468938735,0.343207236252849,0.0219532948084156,0.715773869580513,0.261926394028332,0.022299736391154
"3","54","West Virginia",1793716,1610749,65813,3706,15109,84944,476,34827,0.897995557825208,0.036690869680596,0.00206610188011926,0.00842329554957418,0.0473564376969375,0.000265370883685043,0.0194161171556701,2020,"WEST VIRGINIA","Southeast",0.296965212445196,0.686315519246161,0.0167192683086433,0.418578370401591,0.554702352303248,0.0267192772951616
"4","49","Utah",3271616,2573413,40058,41644,80438,279013,36930,492912,0.786587729122244,0.0122441019973004,0.0127288777167002,0.0245866263033314,0.0852829305150727,0.0112879995696316,0.15066315851249,2020,"UTAH","Rocky Mountain",0.376460485833061,0.581298390299196,0.0422411238677434,0.353076048891045,0.616201871192262,0.0307220799166935
"5","36","New York",20201249,11143349,2986172,149690,1933127,1767463,10815,3948032,0.551616833196799,0.147821156998758,0.00740993787067324,0.0956934395492081,0.0874927584923091,0.000535362937212447,0.195435044635111,2020,"NEW YORK","Northeast",0.603918845358349,0.374612938400909,0.0214682162407416,0.610092192302315,0.371266512739419,0.0186412949582654
"6","02","Alaska",733391,435392,21898,111575,44032,89524,12698,49824,0.593669679611558,0.029858561122239,0.152135763869478,0.0600389151216745,0.122068582788717,0.0173140930281391,0.0679364759043948,2020,"ALASKA","Pacific",0.427719522710205,0.528331432703808,0.0439490445859873,0.383278049561955,0.579621882500351,0.0371000679376936
"7","12","Florida",21538187,12422961,3246381,94795,643682,3552072,14014,5697240,0.576787684125874,0.150726753370653,0.00440125252882241,0.0298856166491636,0.164919730708996,0.000650658293569463,0.264518085946603,2020,"FLORIDA","Southeast",0.478614507254422,0.51219819622504,0.00918729652053733,0.52731782702312,0.460147798015918,0.0125343749609623
"8","45","South Carolina",5118425,3243442,1280531,24303,90466,298376,3431,352838,0.63367969639098,0.250180670811822,0.00474814029706404,0.0176745776288604,0.0582944948885644,0.0006703233904961,0.0689348774281151,2020,"SOUTH CAROLINA","Southeast",0.434168384978139,0.550934809171965,0.0148968058498959,0.420854896465137,0.562745018841738,0.0164000846931252
"9","38","North Dakota",779094,645938,26783,38914,13213,41940,924,33412,0.82908865939155,0.0343771098224348,0.0499477598338583,0.01695944263465,0.0538317584270961,0.00118599296105476,0.0428857108384868,2020,"NORTH DAKOTA","Midwest",0.317567623590801,0.651140487370757,0.0312918890384419,0.411577664196879,0.559559016915333,0.0288633188877883
"10","23","Maine",1362359,1237041,25752,7885,16798,64710,443,26609,0.908013966949974,0.0189025066080233,0.00578775491628858,0.0123300833333945,0.0474984934220716,0.000325171265430037,0.0195315625323428,2020,"MAINE","Northeast",0.525255793457724,0.435512281104183,0.0392319254380935,0.427829057310646,0.544612279626391,0.027558663062963
"11","13","Georgia",10711908,5555483,3320513,50618,479028,743908,7299,1123457,0.518626840335074,0.309983338169073,0.0047253953263975,0.0447192040857707,0.0694468249727313,0.000681391214338286,0.104879261472373,2020,"GEORGIA","Southeast",0.494730557844463,0.492374738997912,0.0128947031576253,0.490550314161407,0.497858616529937,0.011591069308656
"12","01","Alabama",5024279,3220452,1296162,33625,76660,256953,2984,264047,0.640977939322239,0.257979702162241,0.00669250254613647,0.0152579106375263,0.0511422633973949,0.000593916062384274,0.0525542072802884,2020,"ALABAMA","Southeast",0.365699902121223,0.620316431668648,0.0139836662101286,0.412937904111398,0.570768534480581,0.0162935614080206
"13","33","New Hampshire",1377529,1216203,20127,3031,35871,77742,453,59454,0.882887402007508,0.0146109446697674,0.00220031665395066,0.0260401051447919,0.0564358354706144,0.000328849701167816,0.0431598899188329,2020,"NEW HAMPSHIRE","Northeast",0.527078252801477,0.453562595046776,0.0193591521517474,0.467786370513332,0.505697212486525,0.0265164170001434
"14","41","Oregon",4237256,3169096,82655,62993,194538,443339,19204,588757,0.747912328167097,0.0195067279390247,0.0148664607472383,0.045911316191422,0.1046287975048,0.00453217837204077,0.138947705779401,2020,"OREGON","Pacific",0.564533186540489,0.403672460463434,0.0317943529960776,0.48635855907852,0.486527841203908,0.0271135997175721
"15","56","Wyoming",576851,488374,5232,13898,5212,43473,579,59046,0.846620704480013,0.00906993313697991,0.0240928766700586,0.00903526213874987,0.0753626153027385,0.00100372539875982,0.102359188074563,2020,"WYOMING","Rocky Mountain",0.263878665579904,0.694997899484027,0.0411234349360689,0.410156211725986,0.56187918371056,0.0279646045634549
"16","04","Arizona",7151502,4322337,339150,319512,257430,996806,16397,2192253,0.604395691981908,0.0474236041603568,0.0446776075850919,0.03599663399381,0.139384146155591,0.00229280506388728,0.3065444154249,2020,"ARIZONA","Southwest",0.493646906143666,0.490559810304647,0.0157932835516865,0.452662397097355,0.522051018924833,0.0252865839778121
"17","22","Louisiana",4657757,2657652,1464023,31657,86438,273377,1911,322549,0.570586228521582,0.31431931721642,0.00679661905934552,0.0185578595019019,0.0586928429284739,0.000410283318773392,0.0692498556708733,2020,"LOUISIANA","Southeast",0.398514568015262,0.584608824140085,0.0168766078446525,0.426190485761629,0.561287006352834,0.0125225078855367
"18","18","Indiana",6785528,5241795,648513,26086,167959,436726,3137,554191,0.772496259686792,0.0955729605713807,0.00384435816932743,0.0247525321537248,0.0643613879421027,0.000462307428397613,0.0816724947564876,2020,"INDIANA","Midwest",0.409616770597121,0.570211577657051,0.0201716517458272,0.451058537280651,0.525753293667591,0.023188169051758
"19","16","Idaho",1839106,1510360,15726,25621,26836,153205,3726,239407,0.821246844934441,0.00855089374946305,0.0139312252801089,0.0145918723553727,0.0833040618648409,0.00202598436414214,0.130175748434294,2020,"IDAHO","Rocky Mountain",0.33066402154804,0.638375648319036,0.0309603301329241,0.411611685610997,0.559749378309152,0.0286389360798517
"20","09","Connecticut",3605944,2395128,388675,16051,172455,332904,1598,623293,0.664216637862374,0.107787308954327,0.00445126158365188,0.0478252019443452,0.0923209012674628,0.000443157187133244,0.172851547334068,2020,"CONNECTICUT","Northeast",0.592607315156835,0.391871182883307,0.0155215019598576,0.506219516732748,0.472429318522387,0.0213511647448647
"21","15","Hawaii",1455271,333261,23417,4370,541902,368129,157445,138923,0.229002708086673,0.0160911610277399,0.00300287712735291,0.372371881250983,0.252962506639657,0.108189471239377,0.0954619448886152,2020,"HAWAII","Pacific",0.631493797690174,0.339547141694148,0.0289590606156776,0.631633408772016,0.336334145592761,0.0320324456352227
"22","17","Illinois",12812508,7868227,1808271,96498,754878,1144984,4501,2337410,0.614105138509962,0.141133258219234,0.00753154651688803,0.0589172705297043,0.0893645490796962,0.000351297341628977,0.18243188609131,2020,"ILLINOIS","Midwest",0.575416453766758,0.405534508181737,0.0190490380515047,0.528845848763036,0.451917870259266,0.019236280977698
"23","25","Massachusetts",7029917,4896037,494029,24018,507934,608867,2301,887685,0.696457298144487,0.0702752251555744,0.00341654104877767,0.0722532001444683,0.0866108376528485,0.000327315386511676,0.126272472349247,2020,"MASSACHUSETTS","Northeast",0.651229837028654,0.31908157588631,0.0296885870850368,0.577504273933635,0.399637336104575,0.0228583899617905
"24","48","Texas",29145505,14609365,3552997,278948,1585480,5133738,33611,11441717,0.501256197139147,0.121905487655815,0.00957087550893354,0.0543987829341094,0.176141672618128,0.00115321384892799,0.392572268004963,2020,"TEXAS","Southwest",0.464790099138705,0.520576036035526,0.0146338648257684,0.556972787608315,0.429798070262864,0.0132291421288207
"25","30","Montana",1084225,916524,5484,67612,8300,71275,941,45199,0.845326385206023,0.00505799073070626,0.0623597500518804,0.00765523761211926,0.0657382000968434,0.000867901035301713,0.0416878415458046,2020,"MONTANA","Rocky Mountain",0.405493693616091,0.569184692400203,0.0253216139837064,0.393650589308344,0.574850645234182,0.0314987654574736
"26","31","Nebraska",1961504,1538052,96535,23102,52951,144163,1534,234715,0.784118717066088,0.0492147862048714,0.0117776971140513,0.0269951017178655,0.0734961539716462,0.000782052955283293,0.119660729725761,2020,"NEBRASKA","Midwest",0.39166630941788,0.582241633320542,0.0260920572615783,0.450183280960345,0.524278391454544,0.0255383275851112
"27","39","Ohio",11799448,9080688,1478781,30720,298509,681372,5034,521308,0.769585831472794,0.12532628645001,0.0026035116218996,0.0252985563392457,0.0577460911730786,0.000426630127104251,0.0441807108264726,2020,"OHIO","Midwest",0.45239338340705,0.532713001008746,0.0148936155842033,0.460305716122168,0.518438801970271,0.0212554819075616
"28","08","Colorado",5773714,4082927,234828,74129,199827,707670,10287,1263390,0.707157819039876,0.0406719141266783,0.012839049526873,0.0346097849668342,0.122567553571237,0.00178169545633885,0.218817558334202,2020,"COLORADO","Rocky Mountain",0.550110671406533,0.416041256349124,0.033848072244343,0.486686693169864,0.490394390050548,0.0229189167795884
"29","34","New Jersey",9288994,5112280,1219770,51186,950090,903494,3533,2002575,0.550358844025521,0.131313466237571,0.00551039219101659,0.10228125887475,0.0972649998482075,0.000380342586075521,0.21558577818007,2020,"NEW JERSEY","Northeast",0.57334196752813,0.413965238573485,0.0126927938983851,0.637761798063345,0.344286046741061,0.0179521551955941
"30","24","Maryland",6177224,3007874,1820472,31845,420944,481901,3247,729745,0.486929727657602,0.294707137057034,0.00515522830319898,0.0681445257610862,0.0780125506214442,0.000525640643758426,0.118134780283182,2020,"MARYLAND","Northeast",0.653606648600771,0.321502915677488,0.0248904357217413,0.551637622636538,0.436336938775908,0.0120254385875536
"31","51","Virginia",8631393,5208856,1607581,40007,615436,705707,7156,908749,0.603478024925988,0.186248152528798,0.0046350571686401,0.0713020482325391,0.0817604991453871,0.000829066640807573,0.105284164444835,2020,"VIRGINIA","Southeast",0.541095171778024,0.439955036672821,0.0189497915491543,0.576366495083496,0.407691100849947,0.0159424040665564
"32","50","Vermont",643077,577751,9034,2289,11549,37026,181,15504,0.898416519328168,0.014048084444009,0.0035594493349941,0.017958969143664,0.0575763089023554,0.000281459296476161,0.0241090880252287,2020,"VERMONT","Northeast",0.654557805525005,0.303810571262211,0.0416316232127839,0.452062873157411,0.520822888275765,0.0271142385668239
"33","37","North Carolina",10439388,6488459,2140217,130032,343051,711721,8518,1118596,0.621536339103403,0.205013646393831,0.0124559025873931,0.0328612175349743,0.0681765061323518,0.000815948214588825,0.107151492022329,2020,"NORTH CAROLINA","Southeast",0.485862117773632,0.499343324882955,0.0147945573434125,0.449524084653651,0.53134366344427,0.0191322519020793
"34","05","Arkansas",3011524,2114512,453783,27177,51839,213575,14533,256847,0.702140178859607,0.150682179521066,0.0090243345229857,0.0172135437074385,0.0709192422175616,0.00482579584290213,0.0852880468493693,2020,"ARKANSAS","Southeast",0.34775061953015,0.623957298561443,0.0282920819084072,0.386850415876991,0.58975623104341,0.0233933530795989
"35","53","Washington",7705281,5130920,307565,121468,730596,836659,64933,1059213,0.665896545499119,0.0399161302488514,0.0157642531141953,0.094817567328174,0.10858254228496,0.00842707748101594,0.137465849720471,2020,"WASHINGTON","Pacific",0.579703011353031,0.387669777433433,0.0326272112135366,0.585269861874855,0.390095215222622,0.0246349229025229
"36","20","Kansas",2937880,2222462,168809,30995,86273,280507,3412,382603,0.756484948330088,0.0574594605633995,0.0105501245796288,0.0293657331136738,0.0954793933040151,0.00116138167658311,0.130230982885618,2020,"KANSAS","Midwest",0.415595535388322,0.562125128342647,0.022279336269031,0.474833563835502,0.501498772475022,0.0236676636894766
"37","40","Oklahoma",3959353,2514885,289961,332791,90949,508158,8608,471931,0.635175747148587,0.0732344400713955,0.0840518640292997,0.0229706722285181,0.128343696558503,0.00217409258532897,0.119193969317714,2020,"OKLAHOMA","Southwest",0.322861743359866,0.65373271848063,0.0234055381595042,0.430029365957751,0.54033290130464,0.0296377327376084
"38","55","Wisconsin",5893718,4737545,376256,60428,175702,359534,2199,447290,0.803829602977272,0.0638401769477264,0.0102529506841013,0.0298117419258947,0.0610029187008947,0.000373109130772799,0.0758926708064417,2020,"WISCONSIN","Midwest",0.494495368614277,0.488224373196088,0.0172802581896344,0.467455338617321,0.508535089004892,0.0240095723777869
"39","28","Mississippi",2961279,1658893,1084481,16450,32709,110732,1154,105220,0.5601947671935,0.366220474328829,0.00555503213307493,0.0110455651088601,0.0373933020157844,0.000389696479122703,0.0355319441363006,2020,"MISSISSIPPI","Southeast",0.410576064559786,0.576029545753825,0.0133943896863884,0.394746906218852,0.594270466061548,0.0109826277196
"40","29","Missouri",6154913,4740335,699840,30518,133377,413171,9730,303068,0.770170918744099,0.113704287940382,0.00495831541404403,0.021670005733631,0.0671286499094301,0.00158085093972896,0.0492400136281374,2020,"MISSOURI","Midwest",0.414087817361884,0.567996557788895,0.0179156248492215,0.445409076613091,0.532072190588744,0.0225187327981651
"41","26","Michigan",10077331,7444974,1376579,61261,334300,635315,3051,564422,0.738784307074959,0.136601546580141,0.00607908979073923,0.0331734662680029,0.0630439746397136,0.000302758736415426,0.0560090762127393,2020,"MICHIGAN","Midwest",0.506208182908244,0.478372906911376,0.0154189101803801,0.483653248659506,0.496409934467587,0.0199368168729071
"42","44","Rhode Island",1097379,782920,62168,7385,38961,101794,536,182101,0.713445400358491,0.0566513483491118,0.00672967133506291,0.0355036865112236,0.0927610242222605,0.000488436538333611,0.165941757587853,2020,"RHODE ISLAND","Northeast",0.594761987659336,0.386703804715759,0.0185342076249057,0.4617669780541,0.511048730704808,0.0271842912410921
"43","27","Minnesota",5706494,4423146,398434,68641,299190,345721,2918,345640,0.775107447760394,0.0698211546354031,0.012028576565576,0.052429740572758,0.0605837840186987,0.000511347247539382,0.0605695896639863,2020,"MINNESOTA","Midwest",0.5239509930974,0.452849424091694,0.0231995828109061,0.5265414876046,0.450293670480909,0.0231648419144912
"44","19","Iowa",3190369,2694521,131972,14486,75629,179283,5758,215986,0.84457973356687,0.0413657479746073,0.00454054060831208,0.0237054083712574,0.0561950670909854,0.00180480690478123,0.0676993789746578,2020,"IOWA","Midwest",0.446472328586637,0.528001976319458,0.0255256950939046,0.439988406791621,0.534255722743315,0.0257558704650641
"45","35","New Mexico",2117522,1078937,45904,212241,37469,422246,2093,1010811,0.509528118243872,0.0216781691052088,0.100230835854362,0.0176947394171111,0.199405720460047,0.000988419482772788,0.477355607167246,2020,"NEW MEXICO","Southwest",0.542892858495722,0.434966692461295,0.0221404490429832,0.430422903464636,0.547116007826667,0.0224610887086972
"46","32","Nevada",3104614,1588463,304739,43932,272703,434009,25011,890257,0.511645892210755,0.0981568078994683,0.0141505514051022,0.0878379727721385,0.139794834398093,0.00805607395959691,0.286752878135575,2020,"NEVADA","Rocky Mountain",0.50056781957284,0.476662473245594,0.0227697071815656,0.543386212407966,0.433907385259,0.0227064023330341
"47","10","Delaware",989948,597763,218899,5148,42699,76518,412,104290,0.603832726567456,0.221121715484046,0.00520027314566018,0.0431325685793597,0.0772949690286762,0.000416183476303806,0.105348967824573,2020,"DELAWARE","Northeast",0.587430057936417,0.397748767711055,0.0148211743525278,0.499880232361693,0.484476852661018,0.0156429149772891
"48","21","Kentucky",4505836,3711254,362417,12801,74426,244840,3681,207854,0.823654922194239,0.0804327987081643,0.00284098222838115,0.0165176895031244,0.054338417998347,0.000816940518918132,0.0461299523551234,2020,"KENTUCKY","Southeast",0.36151514811154,0.620865718692904,0.0176191331955552,0.429836237406481,0.54569914979493,0.0244646127985888
"49","46","South Dakota",886667,715336,17842,77748,13476,46665,543,38741,0.80676962151518,0.0201225488261095,0.0876856813211724,0.0151984905268833,0.0526296794625265,0.000612405784809855,0.0436928407169772,2020,"SOUTH DAKOTA","Midwest",0.356052521361353,0.617693896722502,0.0262535819161447,0.390696408334463,0.577208636265043,0.0320949554004935
"50","47","Tennessee",6910840,4990938,1092948,28044,135615,412898,4115,479187,0.722189777219557,0.158149805233517,0.00405797269217635,0.0196235189933496,0.0597464273518125,0.000595441364580861,0.0693384595794433,2020,"TENNESSEE","Southeast",0.374514342710237,0.606602941662838,0.0188827156269248,0.43096203014414,0.548130259000517,0.0209077108553428
